u,v,weight
108944,72416,2.5025
880864,219120,2.5037
410384,472128,2.5058
536720,293888,2.5062
717616,385552,2.5084
447824,55936,2.5095
951664,54976,2.5099
604752,570816,2.5104
510960,351984,2.5115
681104,575232,2.5139
591680,851696,2.5143
867312,170496,2.5143
115968,178688,2.5152
341056,61488,2.5168
90480,64336,2.5173
419680,736000,2.5193
38064,497568,2.5198
351328,525136,2.5205
959744,40672,2.5210
662688,542944,2.5218
121920,29584,2.5234
125808,99872,2.5288
343936,309808,2.5303
415696,78704,2.5307
60032,3296,2.5311
738848,344864,2.5317
630432,907936,2.5322
83584,777536,2.5324
92768,35984,2.5335
161808,294000,2.5335
458592,946608,2.5359
851248,308864,2.5363
637360,576080,2.5394
139936,218592,2.5408
193376,188640,2.5414
557184,707472,2.5426
866320,376784,2.5439
197504,232640,2.5443
205632,38512,2.5458
668144,716240,2.5459
443776,288160,2.5529
568832,325248,2.5544
839376,896576,2.5549
441424,41440,2.5549
975280,336688,2.5551
672528,549168,2.5580
109744,84720,2.5605
191312,296672,2.5637
950640,384080,2.5637
96512,937920,2.5649
148976,62416,2.5655
213024,234112,2.5664
869536,497600,2.5669
141408,680688,2.5670
911696,74512,2.5706
400080,969008,2.5706
376176,269472,2.5708
818384,832928,2.5711
319504,533696,2.5711
752512,207168,2.5713
585664,490512,2.5715
239072,12112,2.5741
397088,907040,2.5745
363408,204464,2.5749
26384,263824,2.5754
263536,47488,2.5759
849616,622800,2.5763
507376,394144,2.5771
522304,500592,2.5772
693616,269808,2.5773
508784,141840,2.5775
504800,153056,2.5795
269936,950528,2.5830
382512,156352,2.5836
453008,786416,2.5850
369264,104304,2.5851
104128,327936,2.5864
848048,501424,2.5869
608304,387872,2.5872
273744,190064,2.5874
549424,394896,2.5887
389856,258352,2.5950
714192,764720,2.5960
473840,266288,2.5962
154352,31808,2.5962
451664,366624,2.5963
512784,126608,2.5968
145456,493408,2.5974
755776,603888,2.6002
237568,261472,2.6012
474464,137360,2.6018
332864,819424,2.6021
499376,928272,2.6024
65328,285136,2.6025
887120,163824,2.6029
519600,369600,2.6039
845856,119056,2.6050
808016,35712,2.6053
94592,75056,2.6125
774032,316688,2.6138
48064,459424,2.6183
966832,445744,2.6231
201584,55216,2.6237
637984,587168,2.6254
919008,441424,2.6264
984080,689968,2.6269
936736,967664,2.6298
112240,767792,2.6314
222688,79504,2.6320
983024,805616,2.6328
496880,391488,2.6332
319632,165840,2.6333
151984,32512,2.6339
706192,143072,2.6344
878352,215216,2.6352
68080,25856,2.6376
291872,451968,2.6403
808832,177888,2.6438
624128,333312,2.6454
449824,458592,2.6460
51328,15216,2.6460
425328,477872,2.6460
52352,47216,2.6488
636400,442112,2.6491
156848,600288,2.6503
771568,652464,2.6513
409760,377344,2.6521
630496,157760,2.6522
819664,311424,2.6540
301168,201952,2.6542
24544,18400,2.6558
45280,28000,2.6568
705360,341856,2.6579
6000,375328,2.6582
55760,32144,2.6597
609680,332064,2.6605
452784,521744,2.6611
454032,237792,2.6617
830176,245824,2.6643
942480,366128,2.6652
978960,229936,2.6667
345216,535056,2.6673
971648,3888,2.6706
943712,911744,2.6709
79632,67728,2.6720
122336,20592,2.6734
163936,98080,2.6747
527424,677344,2.6761
393904,136800,2.6779
165088,8640,2.6791
406368,333792,2.6803
689392,233072,2.6839
309136,200000,2.6863
207408,96864,2.6870
660096,299552,2.6870
77392,53344,2.6884
736176,691504,2.6890
837184,568576,2.6891
792192,314832,2.6892
628544,30512,2.6921
489216,251232,2.6923
173616,172608,2.6934
73568,685984,2.6936
5440,3056,2.6950
396640,189488,2.6964
684016,94224,2.6969
600560,100320,2.6979
534192,741968,2.7008
360288,247264,2.7017
32912,563232,2.7021
189600,154560,2.7044
480240,280784,2.7057
707728,905760,2.7064
178080,670928,2.7073
962272,782672,2.7117
910368,634032,2.7124
821824,353520,2.7148
365248,828672,2.7153
580160,173440,2.7166
133840,821024,2.7172
283184,241072,2.7172
231168,129920,2.7175
732528,671248,2.7189
838112,401904,2.7207
616528,834960,2.7208
349776,877008,2.7217
551440,389472,2.7224
388144,357360,2.7241
302656,205104,2.7248
668480,342112,2.7255
69968,9968,2.7268
560112,23376,2.7271
449488,122480,2.7321
802208,571088,2.7337
200480,106336,2.7343
361488,284432,2.7390
443744,205632,2.7402
426944,213328,2.7419
509728,258896,2.7422
764784,304144,2.7437
899760,502176,2.7453
955680,493936,2.7479
148960,459824,2.7485
911856,85712,2.7511
375424,504800,2.7513
943264,227488,2.7514
98128,62896,2.7524
840000,253984,2.7532
174464,38048,2.7533
597008,276464,2.7551
770688,32848,2.7565
833408,165392,2.7595
214192,272432,2.7604
30272,772304,2.7606
871072,203216,2.7610
175248,38048,2.7626
421056,46528,2.7644
91568,297328,2.7663
190240,123504,2.7664
548864,235632,2.7670
150640,433984,2.7674
604544,533136,2.7682
466064,409968,2.7683
656064,715696,2.7684
566336,483760,2.7693
203136,187920,2.7704
429968,366096,2.7706
673120,237408,2.7741
717264,625504,2.7749
406672,372576,2.7775
172336,215824,2.7775
221760,104384,2.7798
793568,792352,2.7817
684352,375216,2.7823
242032,77264,2.7823
53056,267696,2.7824
763664,770528,2.7842
579328,409760,2.7845
561632,500944,2.7851
804944,565264,2.7866
730912,134848,2.7879
570768,805072,2.7888
553664,446672,2.7899
893184,332592,2.7923
237392,649344,2.7946
324912,443248,2.7983
210800,205088,2.7991
552592,511328,2.8003
788352,66304,2.8019
660512,708096,2.8020
354288,74064,2.8021
124544,445360,2.8026
537200,417056,2.8035
249584,425152,2.8047
402912,372896,2.8051
581008,447584,2.8061
567008,661088,2.8064
32016,27520,2.8068
998608,781184,2.8071
95248,32640,2.8073
993408,694592,2.8083
243760,72432,2.8087
317856,59264,2.8091
897888,280096,2.8103
619520,937520,2.8125
254080,210896,2.8133
695376,134032,2.8143
132960,93168,2.8144
287472,45792,2.8146
978832,730512,2.8151
582384,173872,2.8162
854000,546800,2.8168
680000,160816,2.8171
887616,55456,2.8188
882576,177728,2.8196
801456,193408,2.8203
27536,866672,2.8207
111888,97952,2.8210
607120,293120,2.8211
771952,420640,2.8215
710448,104464,2.8228
123376,94000,2.8237
810496,31888,2.8244
555648,531408,2.8270
578656,482368,2.8314
785792,942784,2.8330
264224,475376,2.8330
14480,652928,2.8338
423344,476928,2.8345
49648,887280,2.8348
264160,111152,2.8362
396576,153600,2.8365
561248,717568,2.8376
177216,235488,2.8381
279936,169616,2.8383
66672,26352,2.8389
136320,41376,2.8399
899072,741680,2.8407
608992,893008,2.8413
948864,399328,2.8427
707840,178688,2.8427
912336,354896,2.8427
926400,560256,2.8429
620304,315136,2.8454
925872,700960,2.8456
452800,444352,2.8475
168000,46016,2.8492
145264,134720,2.8518
610384,355680,2.8530
650768,320720,2.8542
160864,116768,2.8551
103568,815904,2.8565
373168,111040,2.8577
4272,556560,2.8583
886576,230048,2.8585
161168,52256,2.8603
873264,365232,2.8611
154720,318704,2.8639
926032,86016,2.8651
371424,597024,2.8657
642080,110512,2.8677
56784,831376,2.8696
965552,838912,2.8721
724976,342208,2.8736
704784,480544,2.8741
479424,437376,2.8759
235232,364496,2.8759
180448,299424,2.8763
957456,40128,2.8766
934528,62192,2.8782
567024,333552,2.8808
267152,98272,2.8824
99776,866368,2.8833
465168,537072,2.8834
482352,358512,2.8900
889168,166384,2.8920
119968,64992,2.8930
838384,707520,2.8944
232832,133504,2.8960
519232,192816,2.8967
373856,80576,2.8969
406624,118864,2.8973
136048,838560,2.8976
591600,170800,2.8978
439232,908384,2.8983
669120,564832,2.8994
473264,730432,2.9022
670704,53792,2.9035
381488,237728,2.9083
20880,976048,2.9087
75888,349776,2.9095
383760,717776,2.9110
743392,631792,2.9118
168112,156336,2.9123
748128,887824,2.9156
362672,748624,2.9162
116320,115600,2.9175
169056,541808,2.9239
826224,816320,2.9243
807152,640112,2.9245
537440,359376,2.9251
164768,769552,2.9261
791104,274128,2.9286
221024,578016,2.9288
577184,602992,2.9292
436336,819152,2.9315
134208,31456,2.9317
53984,15408,2.9323
327104,77760,2.9328
440752,200176,2.9329
676976,418048,2.9337
859760,678816,2.9357
217984,157968,2.9385
959872,142784,2.9392
803440,350848,2.9393
644704,149920,2.9402
778880,214304,2.9402
970992,497024,2.9419
500784,239344,2.9421
979584,148208,2.9431
818416,186032,2.9446
709056,467296,2.9449
310528,121184,2.9451
837776,258960,2.9469
720480,791248,2.9470
546912,213696,2.9476
865200,776592,2.9482
426320,147840,2.9486
203408,193344,2.9488
743760,85216,2.9488
907696,482320,2.9504
902864,596992,2.9508
867216,114848,2.9517
288,700144,2.9518
465840,111808,2.9522
547984,544432,2.9544
339472,238768,2.9575
847216,950992,2.9577
638224,739584,2.9579
342912,322368,2.9581
951776,906576,2.9585
533264,52688,2.9592
216128,140288,2.9600
131888,369488,2.9605
802256,26976,2.9613
184624,27840,2.9622
681968,473440,2.9629
855824,903552,2.9636
567840,249648,2.9637
288272,230432,2.9642
962144,82624,2.9667
375232,295344,2.9671
304272,217728,2.9678
442144,988640,2.9683
198720,90704,2.9685
176320,20016,2.9695
288080,107632,2.9705
843136,449280,2.9708
850688,520384,2.9735
889504,524368,2.9759
57600,77824,2.9761
144304,12112,2.9764
64416,916976,2.9767
145152,8112,2.9769
896848,635616,2.9770
403136,622800,2.9773
906304,426672,2.9775
534496,161776,2.9781
458352,162768,2.9789
674352,345248,2.9799
492192,305264,2.9809
859920,163600,2.9811
817152,248848,2.9814
509168,378848,2.9822
681072,614160,2.9825
776544,56288,2.9877
452176,192048,2.9882
789664,659616,2.9885
954480,763152,2.9893
701488,658432,2.9918
270224,325392,2.9920
109008,960784,2.9921
561264,527200,2.9938
608032,492256,2.9950
963872,188976,2.9961
891008,357040,2.9962
444864,429920,2.9969
316928,134624,2.9987
97200,34240,2.9991
730656,656704,3.0008
260224,123328,3.0017
445072,406880,3.0033
84272,12016,3.0041
40416,20000,3.0120
845136,902432,3.0124
501296,467744,3.0130
669808,307168,3.0133
352432,588768,3.0138
884096,56592,3.0148
751984,358576,3.0150
644336,785056,3.0159
700928,403840,3.0177
847456,801440,3.0181
212816,647280,3.0182
835264,701120,3.0192
779120,539808,3.0198
509856,10272,3.0221
336848,325184,3.0222
816576,561936,3.0226
868144,485824,3.0227
406320,265008,3.0230
775008,302336,3.0288
922384,873232,3.0291
482528,856240,3.0316
218352,138608,3.0321
371376,110752,3.0322
210144,89520,3.0324
26944,21968,3.0371
7648,3504,3.0382
907328,233936,3.0391
545408,386480,3.0432
251168,156224,3.0449
345920,776976,3.0452
455280,126160,3.0454
18576,101408,3.0455
443184,195024,3.0457
606176,704384,3.0474
654832,644288,3.0504
25904,967712,3.0509
64880,17712,3.0516
56672,28320,3.0524
766032,188752,3.0535
394352,253296,3.0537
807792,40640,3.0543
232992,684656,3.0561
612800,121792,3.0582
535648,93856,3.0589
679536,983472,3.0591
920640,577024,3.0604
223632,152592,3.0606
799936,621376,3.0612
283472,6144,3.0616
800912,312544,3.0628
155648,72368,3.0681
709296,429520,3.0684
155616,532432,3.0702
139888,944736,3.0704
411824,314512,3.0732
808976,382560,3.0737
68208,2880,3.0772
241056,188352,3.0798
813376,607936,3.0799
227824,34048,3.0819
573392,584720,3.0835
400256,521552,3.0865
267536,974608,3.0874
816176,933616,3.0875
352,256,3.0885
325760,269472,3.0919
629536,35280,3.0922
462928,46256,3.0945
334880,121616,3.0960
981008,464112,3.1016
675280,117888,3.1064
108832,86848,3.1076
85552,14048,3.1084
401296,901968,3.1085
373424,130784,3.1091
363904,87168,3.1093
245216,78320,3.1099
277088,881152,3.1113
793520,142992,3.1125
667328,948496,3.1134
225920,506496,3.1135
330480,28736,3.1156
487600,515440,3.1159
138368,594432,3.1192
354656,381200,3.1196
501280,496480,3.1200
870352,924816,3.1234
283856,5040,3.1255
823856,33792,3.1257
683232,403120,3.1268
433440,184032,3.1278
622000,388144,3.1282
117456,36752,3.1287
49952,917792,3.1316
522976,108784,3.1328
568160,199072,3.1334
615568,305200,3.1335
577760,386496,3.1337
384080,230288,3.1353
12688,9808,3.1379
665552,229056,3.1409
513360,749440,3.1421
574128,183984,3.1441
745664,744896,3.1443
435792,249856,3.1445
28928,138784,3.1455
558144,930592,3.1475
801056,736112,3.1504
960784,358528,3.1529
430720,55760,3.1538
934960,188000,3.1553
98992,14016,3.1554
45568,614608,3.1561
984656,315152,3.1585
159712,858656,3.1597
470992,816160,3.1624
119248,52864,3.1632
174976,129024,3.1632
539040,177600,3.1640
432752,511344,3.1652
722160,680192,3.1654
990528,455872,3.1677
782576,320992,3.1677
55568,54784,3.1700
752336,12800,3.1707
878240,219584,3.1723
596352,301696,3.1724
133184,848752,3.1736
811312,571344,3.1741
456624,578592,3.1766
606576,330448,3.1769
664672,145392,3.1781
346560,426064,3.1789
890320,336720,3.1796
411392,805792,3.1799
807568,701312,3.1817
840192,547440,3.1838
182880,937856,3.1838
297296,402880,3.1843
837888,55392,3.1845
407504,517536,3.1859
686000,589280,3.1872
31760,570304,3.1876
766352,645248,3.1900
149568,327744,3.1907
385376,976896,3.1921
916416,836464,3.1929
821232,994224,3.1929
200512,512912,3.1947
431888,109184,3.1951
512880,953024,3.1961
859232,928800,3.1972
839328,429584,3.1998
744736,514832,3.2023
423264,12032,3.2034
509280,180080,3.2041
492736,52112,3.2063
523088,741552,3.2092
240480,62176,3.2113
812400,96688,3.2124
458080,373520,3.2134
601792,226080,3.2140
83488,306864,3.2142
608784,135728,3.2155
805440,25312,3.2178
909104,682880,3.2219
105280,276960,3.2227
739344,919664,3.2231
139408,36032,3.2237
264368,332672,3.2248
791824,751376,3.2251
777056,394144,3.2254
293872,590672,3.2274
848672,57088,3.2275
703840,95792,3.2283
334224,15712,3.2288
355472,164992,3.2291
183312,353392,3.2317
154000,90816,3.2322
222464,64656,3.2327
100432,13424,3.2342
778688,748640,3.2353
68240,23744,3.2354
991984,26704,3.2360
917280,59200,3.2368
538368,826048,3.2384
844272,587392,3.2390
556176,500256,3.2403
666672,193104,3.2431
100032,350256,3.2447
905712,422256,3.2486
801008,400352,3.2495
274928,58240,3.2498
29488,424496,3.2502
914976,83200,3.2508
355648,233296,3.2528
450944,357312,3.2540
763392,97584,3.2542
866320,336736,3.2546
953504,595120,3.2564
108416,48464,3.2564
25744,2144,3.2567
107520,681712,3.2570
528448,138640,3.2596
399888,295728,3.2599
351536,174992,3.2615
818992,722160,3.2667
462352,335680,3.2671
205248,55104,3.2672
582912,402560,3.2672
98464,76288,3.2720
822064,493536,3.2728
646096,44992,3.2739
82768,82128,3.2746
431568,176704,3.2752
809248,720080,3.2811
479376,500672,3.2838
45888,39280,3.2842
445504,350928,3.2853
651872,344480,3.2854
119568,97744,3.2855
364144,741856,3.2874
70672,37216,3.2877
771392,112768,3.2880
585088,541184,3.2887
938704,470032,3.2893
133744,56464,3.2917
596880,197920,3.2965
501920,988784,3.2988
998864,522784,3.2993
658432,161024,3.2996
624256,712080,3.2996
673712,510528,3.3005
198736,113232,3.3006
331088,888736,3.3023
787968,408864,3.3040
135712,107696,3.3042
247840,950192,3.3046
8384,904400,3.3052
548624,832080,3.3059
909216,696656,3.3059
792656,380352,3.3121
47440,652592,3.3134
550608,296864,3.3162
426224,182288,3.3166
681888,221856,3.3185
615024,934256,3.3189
954160,932640,3.3216
19072,672048,3.3229
377984,197488,3.3229
96720,59216,3.3235
485728,274336,3.3238
99536,523984,3.3241
205264,911264,3.3255
908224,64848,3.3257
504048,297360,3.3271
846832,311616,3.3275
321248,184128,3.3285
922944,209728,3.3289
31392,815904,3.3313
527536,459472,3.3322
981360,323840,3.3323
965104,391760,3.3357
63696,686800,3.3360
724496,411344,3.3385
362368,333680,3.3392
726544,572448,3.3414
360640,239248,3.3426
190928,72576,3.3436
95984,21824,3.3457
233600,407280,3.3475
652848,619920,3.3482
506288,900128,3.3491
577936,246032,3.3546
760112,935856,3.3547
694992,987872,3.3567
174832,84752,3.3570
494240,944,3.3572
283536,652768,3.3598
113344,512848,3.3639
600048,831216,3.3639
12768,125440,3.3649
573792,244512,3.3661
427920,437904,3.3662
826576,622192,3.3664
141360,348640,3.3667
516864,410864,3.3676
701008,136800,3.3686
407408,203072,3.3695
574128,793600,3.3695
814672,98816,3.3698
985232,396416,3.3713
7552,865504,3.3738
248432,191664,3.3762
861504,332592,3.3773
265552,727760,3.3779
213840,27152,3.3782
503440,698528,3.3782
93920,563120,3.3786
181584,170192,3.3787
845776,129744,3.3788
674496,504016,3.3796
115936,817280,3.3801
248800,855824,3.3850
25088,160464,3.3870
971520,68416,3.3878
637296,697280,3.3881
870256,270560,3.3882
156032,81040,3.3884
749296,620576,3.3902
841520,335728,3.3909
968768,125104,3.3928
951616,474256,3.3935
108640,38816,3.3937
344304,5152,3.3945
656304,145440,3.3950
685568,12272,3.3964
581696,25232,3.3982
864800,223600,3.3985
578512,554032,3.3994
629184,64864,3.4000
571552,550848,3.4012
534016,488192,3.4029
914336,49904,3.4037
977840,878656,3.4049
282880,7536,3.4062
804720,766032,3.4104
63152,236416,3.4107
223920,37152,3.4113
826048,98352,3.4117
454192,428032,3.4120
610608,494720,3.4171
653536,461008,3.4178
901408,412032,3.4198
290832,113648,3.4208
448256,622688,3.4215
623488,341248,3.4217
211664,155712,3.4220
79760,91408,3.4224
210320,66176,3.4232
166944,141296,3.4247
419968,402192,3.4261
212128,171872,3.4265
924624,514752,3.4295
30704,6048,3.4303
100224,40416,3.4315
280192,22144,3.4315
598656,205872,3.4326
6880,46320,3.4330
625920,417312,3.4364
484368,386176,3.4372
772112,71104,3.4377
160512,746176,3.4384
32304,78672,3.4408
31152,247904,3.4415
442816,452064,3.4482
382304,395040,3.4484
780480,868976,3.4487
159568,116144,3.4509
764512,258960,3.4513
773376,657376,3.4515
468080,176944,3.4517
525072,76832,3.4544
153712,159536,3.4548
883120,336496,3.4567
392448,412288,3.4582
815312,803696,3.4599
379280,26624,3.4608
616784,421856,3.4635
25696,6432,3.4638
185648,572416,3.4639
756720,396832,3.4660
895248,854784,3.4663
925840,2352,3.4668
800096,192208,3.4727
422512,271904,3.4729
245072,42816,3.4738
828000,230592,3.4742
512048,152176,3.4746
482000,357088,3.4753
886624,625344,3.4806
206336,75280,3.4807
117920,83520,3.4812
66400,744176,3.4824
47040,20480,3.4844
696288,411696,3.4846
922832,157424,3.4856
947440,106080,3.4910
906592,350720,3.4912
821056,502992,3.4918
927872,539360,3.4920
664528,586864,3.4922
808304,113968,3.4931
889120,319792,3.4931
45056,11920,3.4941
683632,620848,3.4950
986944,660768,3.4951
220016,63376,3.4960
853440,271344,3.4983
392592,338048,3.4985
156272,242656,3.4993
132336,56896,3.5015
554528,255440,3.5036
92032,29552,3.5044
477376,210624,3.5067
210336,124816,3.5088
945408,29504,3.5095
593488,456544,3.5114
737312,153136,3.5130
292784,176480,3.5167
381312,100976,3.5194
203824,175776,3.5223
725824,696896,3.5253
391936,262496,3.5297
836416,300608,3.5299
493344,491856,3.5308
276400,88432,3.5308
519760,408464,3.5315
905312,95488,3.5319
481520,869936,3.5324
481888,285808,3.5328
285520,763328,3.5335
472192,306048,3.5346
924080,254832,3.5366
229760,105200,3.5395
873552,802816,3.5426
129888,618144,3.5444
878736,642848,3.5454
139760,363936,3.5458
493056,703168,3.5477
85904,991072,3.5492
601984,11872,3.5501
106608,49072,3.5508
357312,144528,3.5517
18208,354768,3.5520
546080,532496,3.5520
400384,142368,3.5521
38512,72352,3.5524
1088,880,3.5524
914448,486160,3.5544
273632,195504,3.5558
324016,197296,3.5571
394176,295968,3.5573
810304,65216,3.5579
795360,679984,3.5609
897280,131008,3.5610
984880,62096,3.5618
335488,437248,3.5623
770416,891264,3.5629
649072,47216,3.5631
227280,72256,3.5631
150016,792288,3.5633
121856,987120,3.5644
840528,363920,3.5679
87248,369056,3.5721
418832,370912,3.5738
109504,87440,3.5758
128736,58288,3.5759
