u,v,weight
34150,178374,1.5649
356326,338790,1.5653
168326,70118,1.5655
763462,537782,1.5665
811286,480726,1.5666
608470,199574,1.5680
265270,619270,1.5681
369510,108310,1.5683
57734,951254,1.5708
540774,504422,1.5724
165382,186198,1.5765
936902,94678,1.5766
995990,125638,1.5774
235926,723366,1.5778
964406,459830,1.5792
994342,180390,1.5795
17478,503078,1.5811
233878,200838,1.5821
415526,320102,1.5822
648342,957350,1.5863
427270,879734,1.5876
412934,176918,1.5885
180886,141142,1.5905
348790,808934,1.5907
803702,898662,1.5918
963142,150262,1.5925
337814,164502,1.5942
169238,68326,1.5947
202614,600086,1.5957
817526,557974,1.5991
663766,368966,1.6013
455830,703382,1.6016
390870,263542,1.6028
255174,193238,1.6037
914790,684262,1.6064
138262,55990,1.6114
611094,708342,1.6125
237478,249158,1.6131
977654,486246,1.6138
314710,70598,1.6152
736134,655942,1.6167
129974,46630,1.6172
735222,698262,1.6175
414950,314374,1.6176
786214,363510,1.6179
139270,63174,1.6208
876054,392086,1.6224
205318,139286,1.6234
136790,21702,1.6266
897206,192438,1.6276
752486,849398,1.6281
167158,123286,1.6296
879014,577286,1.6302
259990,84982,1.6309
713542,162534,1.6417
371702,20086,1.6431
354230,304470,1.6432
253286,16374,1.6433
378902,199846,1.6438
494406,420982,1.6440
686678,331942,1.6452
283462,63078,1.6465
640390,213030,1.6472
995750,588518,1.6493
375798,351446,1.6500
441958,440950,1.6501
349206,99622,1.6501
671318,69622,1.6502
425382,415174,1.6507
523190,339974,1.6510
868486,568678,1.6515
626246,510742,1.6546
98102,94534,1.6563
695430,22454,1.6572
650358,639382,1.6587
15958,237446,1.6619
929654,449590,1.6620
620630,874582,1.6624
523142,411430,1.6634
207302,983382,1.6643
799062,981254,1.6646
700550,100102,1.6647
752566,926822,1.6650
78966,718326,1.6654
928678,438,1.6672
340630,227110,1.6680
951238,940614,1.6692
798518,423094,1.6702
702326,600902,1.6708
151446,36998,1.6710
425142,272342,1.6722
815686,402822,1.6729
946934,833606,1.6743
233334,710102,1.6751
70294,6262,1.6781
577830,554150,1.6795
938982,285030,1.6799
84630,47942,1.6800
698918,559430,1.6805
2774,1030,1.6809
71158,168998,1.6817
852918,718006,1.6821
759926,296534,1.6834
427670,95718,1.6844
595782,466518,1.6846
468566,629878,1.6857
62726,61062,1.6904
729382,997494,1.6922
444742,670230,1.6924
958678,485270,1.6929
657190,523846,1.6975
455094,498742,1.6986
557126,803174,1.6989
312278,897190,1.7006
955046,707910,1.7007
619462,423638,1.7037
218502,150502,1.7037
555558,157750,1.7042
169734,96486,1.7050
647654,709190,1.7060
694502,111318,1.7079
270518,263510,1.7092
837110,221542,1.7111
787110,354390,1.7125
261574,85302,1.7128
848406,447318,1.7134
85430,59414,1.7146
441686,626182,1.7152
610534,315750,1.7155
339846,55014,1.7156
956102,213334,1.7158
65350,4902,1.7202
840854,770214,1.7203
842470,180022,1.7236
800070,441526,1.7241
200790,944726,1.7263
980390,662486,1.7275
367718,21414,1.7276
953910,220470,1.7282
104726,471734,1.7294
902246,859654,1.7325
691446,364678,1.7344
616854,513590,1.7352
879590,476806,1.7358
475062,300566,1.7367
24134,8550,1.7370
699894,474198,1.7379
482518,276294,1.7382
169558,602262,1.7387
138774,38694,1.7422
310022,161478,1.7428
312374,615494,1.7430
687142,322070,1.7431
432918,432774,1.7440
724262,969942,1.7443
881542,194022,1.7447
760214,555606,1.7449
15542,13878,1.7489
56934,31254,1.7520
523414,105830,1.7527
232310,208854,1.7533
855142,605382,1.7541
315782,157270,1.7546
461206,238582,1.7558
97302,607926,1.7586
617654,45126,1.7592
461894,98998,1.7611
712534,108918,1.7635
918790,722294,1.7682
525622,34246,1.7698
242150,721686,1.7717
624550,7718,1.7732
543686,445398,1.7759
826342,995078,1.7759
181606,100982,1.7773
664214,332614,1.7779
842726,840630,1.7790
684854,565798,1.7791
914134,128342,1.7799
97350,1558,1.7854
698310,559654,1.7863
558166,612550,1.7889
872230,302310,1.7896
640118,432486,1.7915
978950,550214,1.7916
879926,137030,1.7919
388246,69910,1.7939
478886,296086,1.7945
745670,435286,1.7963
25078,18646,1.7972
737206,355206,1.7985
828086,648918,1.7985
931574,427462,1.7998
633686,294950,1.8001
160534,60710,1.8014
270854,95030,1.8024
974966,332326,1.8054
163510,678790,1.8055
749078,508966,1.8057
511974,376246,1.8061
379158,193654,1.8089
816006,64454,1.8103
842726,345382,1.8122
306918,309510,1.8131
4966,3334,1.8143
876102,870214,1.8157
26006,18854,1.8161
683078,13366,1.8175
818326,640886,1.8206
115238,12182,1.8209
726886,499462,1.8214
385222,516182,1.8222
692262,346262,1.8225
977350,986950,1.8242
733382,514054,1.8251
927926,299670,1.8252
604358,86246,1.8254
532502,149478,1.8267
290678,806150,1.8268
936214,751398,1.8274
866790,217782,1.8277
580006,29366,1.8279
134022,763318,1.8287
785030,146774,1.8300
515974,551510,1.8332
124422,40566,1.8332
28774,767990,1.8357
430790,159190,1.8363
574022,85350,1.8372
822310,346774,1.8399
432950,713558,1.8400
655478,775206,1.8401
621574,520854,1.8428
235062,197478,1.8438
103238,223350,1.8463
58726,26470,1.8467
128806,70022,1.8470
300518,279782,1.8477
53894,38790,1.8531
872566,860118,1.8532
682374,320214,1.8547
927766,814150,1.8582
739366,267158,1.8583
602310,43222,1.8625
408070,208054,1.8637
183286,139046,1.8647
337798,600326,1.8656
860086,737846,1.8668
698758,491462,1.8673
391830,20966,1.8674
988502,469414,1.8699
502870,443862,1.8709
432022,325446,1.8740
652086,765654,1.8747
256678,962198,1.8783
953798,955606,1.8794
591942,140774,1.8794
513798,126198,1.8812
507302,19462,1.8813
265910,38054,1.8819
806822,20918,1.8839
132150,98182,1.8840
616006,134422,1.8842
60374,647046,1.8863
943878,741990,1.8881
191142,14470,1.8907
506614,25958,1.8946
785110,544374,1.8957
714438,162870,1.8964
381990,310230,1.8965
950070,160870,1.8968
218950,930726,1.8983
425478,802902,1.9001
616182,333878,1.9005
797510,741654,1.9020
961670,598310,1.9047
910790,681046,1.9061
743078,617398,1.9068
421990,350182,1.9070
13398,7926,1.9071
584262,185766,1.9073
368022,676806,1.9089
112742,286422,1.9104
989606,193254,1.9117
553334,880278,1.9133
939414,826214,1.9170
719158,564294,1.9176
40310,582438,1.9180
279606,117078,1.9196
467750,212822,1.9199
430678,724806,1.9205
551174,441894,1.9211
446582,77686,1.9215
448438,21046,1.9233
67014,598,1.9241
829654,741702,1.9243
575318,536326,1.9281
522662,373958,1.9287
444918,415302,1.9289
151766,701158,1.9307
881254,198214,1.9310
685190,360214,1.9312
55990,50374,1.9318
401734,811878,1.9320
447526,174918,1.9326
14582,620038,1.9362
975382,220470,1.9388
157974,626294,1.9389
770358,458470,1.9439
439830,411366,1.9444
474646,328582,1.9458
550294,453990,1.9459
750982,952262,1.9469
700022,33142,1.9487
971686,363126,1.9499
156038,88838,1.9504
485382,513270,1.9524
956214,350598,1.9546
195030,164486,1.9548
309462,20598,1.9571
90550,393126,1.9574
9030,217334,1.9576
562470,52054,1.9581
588102,62566,1.9582
420502,181398,1.9606
501062,178102,1.9619
129366,118646,1.9655
417158,302646,1.9659
127318,72630,1.9666
537974,388790,1.9686
87862,793110,1.9710
459078,933110,1.9719
376566,212806,1.9736
480870,266006,1.9751
931782,327366,1.9753
952246,489878,1.9754
675478,854374,1.9769
130134,432214,1.9778
169446,662086,1.9788
175926,891782,1.9795
881798,38390,1.9809
801622,966390,1.9826
990614,341798,1.9826
779734,643254,1.9836
997574,547318,1.9840
416118,574662,1.9841
263638,562742,1.9845
981750,257126,1.9858
97270,911718,1.9865
349030,267750,1.9873
709318,695414,1.9895
118278,341286,1.9897
457158,63110,1.9912
412790,793414,1.9918
21414,19254,1.9920
91126,3158,1.9931
865510,344678,1.9952
759734,649334,1.9985
580470,952134,2.0009
270598,138374,2.0037
887510,254710,2.0052
558166,981366,2.0056
240166,133030,2.0076
242950,341206,2.0077
934390,517846,2.0078
315430,178710,2.0082
894806,560246,2.0107
603894,77942,2.0108
111606,66198,2.0139
537878,333590,2.0141
506182,63654,2.0157
567494,118742,2.0170
382950,519862,2.0180
681702,93190,2.0181
35782,618262,2.0183
254134,78870,2.0211
732630,489126,2.0221
704838,503878,2.0224
35062,681254,2.0226
332150,218294,2.0234
94406,84262,2.0236
766934,340630,2.0250
179478,816742,2.0274
62934,111350,2.0292
109206,746038,2.0299
431798,364534,2.0300
436022,415622,2.0316
589750,788150,2.0320
848790,421014,2.0322
678630,578934,2.0324
166262,22150,2.0336
765014,520982,2.0343
601158,935910,2.0344
195782,354262,2.0347
142038,436710,2.0356
317702,458726,2.0365
631878,647046,2.0374
519958,228374,2.0386
583350,536054,2.0391
2870,2518,2.0423
326358,857654,2.0426
729638,209046,2.0452
926102,174214,2.0482
539526,390918,2.0485
210246,596342,2.0486
825926,431894,2.0488
454406,95606,2.0503
252006,102550,2.0514
989158,591222,2.0520
716022,786438,2.0526
967686,284534,2.0552
180870,48358,2.0553
527478,136390,2.0565
100742,39734,2.0575
209590,77142,2.0580
1126,262,2.0581
24502,16646,2.0588
473750,158918,2.0601
878998,933670,2.0604
865110,688454,2.0605
897430,125814,2.0608
579174,240054,2.0633
338550,279638,2.0642
184998,792086,2.0655
839510,34918,2.0656
884806,857094,2.0671
947846,298662,2.0680
502246,466086,2.0682
870086,307366,2.0689
901174,465622,2.0709
10726,6726,2.0715
752774,757494,2.0747
511350,896710,2.0770
299174,147414,2.0771
558598,600214,2.0790
238838,940102,2.0795
274614,427078,2.0804
367846,132950,2.0813
918742,483334,2.0817
993206,611526,2.0871
558038,202326,2.0876
18950,641990,2.0886
956774,600454,2.0889
638790,772390,2.0891
196822,636934,2.0894
421302,433334,2.0899
725670,376822,2.0901
22982,5142,2.0905
343718,956070,2.0935
13110,224454,2.0963
991862,806022,2.0972
437830,228294,2.0976
167110,144806,2.1012
914726,885910,2.1037
215542,151094,2.1048
632582,846742,2.1051
658502,888102,2.1069
750838,409238,2.1072
500294,47190,2.1111
290054,224806,2.1120
28486,10790,2.1135
99926,92118,2.1149
483878,109334,2.1178
737590,351062,2.1189
126838,115366,2.1214
971142,547910,2.1231
147222,963238,2.1233
163334,144230,2.1236
764758,241894,2.1236
737606,713766,2.1245
863750,115686,2.1284
427894,373654,2.1286
403798,314038,2.1286
496678,333974,2.1297
764422,960598,2.1343
883846,350070,2.1371
603270,331158,2.1407
922134,622806,2.1418
902470,271814,2.1437
416966,235078,2.1445
141990,374934,2.1455
795622,274998,2.1497
662326,136662,2.1513
410726,619574,2.1542
726534,703910,2.1543
596822,396726,2.1560
785094,730614,2.1578
411318,663494,2.1603
272214,222198,2.1619
545830,780438,2.1662
379750,245414,2.1668
707814,680806,2.1668
780582,451478,2.1683
161382,81222,2.1755
90710,9798,2.1761
369558,1222,2.1774
780390,548374,2.1775
479030,202646,2.1784
997350,939846,2.1788
836342,76534,2.1808
898118,673446,2.1834
994726,254310,2.1840
828390,37206,2.1841
194646,172598,2.1856
135462,55030,2.1876
580966,278294,2.1889
892534,623782,2.1914
969174,350950,2.1938
239254,325974,2.1946
38406,4646,2.1958
850342,196006,2.1960
570774,496662,2.1965
775206,970870,2.1971
546134,197430,2.1974
772870,596582,2.1987
385766,971366,2.2003
769398,210518,2.2006
500374,17398,2.2015
77158,793670,2.2030
569638,390150,2.2071
48870,6358,2.2075
393158,169590,2.2076
907494,484038,2.2095
239942,511574,2.2097
748630,371190,2.2104
763942,506742,2.2105
761878,608086,2.2108
703718,414150,2.2109
590950,233878,2.2110
972502,15110,2.2121
228726,50774,2.2129
93750,52598,2.2168
401894,33862,2.2170
796022,18582,2.2190
174454,419206,2.2204
775382,695734,2.2205
110006,75510,2.2228
427990,832886,2.2234
123702,56310,2.2255
890822,1398,2.2260
865734,531926,2.2261
785206,893238,2.2262
170294,17670,2.2266
378262,292342,2.2283
371318,356390,2.2335
950582,130982,2.2338
589238,487654,2.2364
959254,489494,2.2373
452342,205606,2.2373
205158,710214,2.2396
180214,757014,2.2401
378934,292870,2.2405
129110,57222,2.2428
601654,141510,2.2431
677126,620134,2.2444
728566,178694,2.2455
650678,511478,2.2457
532022,439814,2.2473
406262,215478,2.2477
354598,74822,2.2496
739782,60086,2.2526
87830,86118,2.2528
867830,264902,2.2543
820518,668870,2.2548
868550,655190,2.2556
195110,651622,2.2559
870726,509478,2.2564
964214,305334,2.2574
912630,991814,2.2611
682166,80822,2.2645
567862,216278,2.2668
684390,466710,2.2683
1478,1222,2.2690
626662,147878,2.2692
483782,511574,2.2706
937830,798278,2.2724
189078,75510,2.2749
483206,331830,2.2783
544838,338822,2.2794
734774,606982,2.2797
807926,481222,2.2799
651446,216118,2.2814
571494,799910,2.2858
614646,59446,2.2887
66758,48582,2.2891
148198,55382,2.2902
544438,399174,2.2906
953142,131158,2.2906
637750,741126,2.2937
800694,818118,2.2946
685382,676950,2.2956
753318,244390,2.2972
546166,240422,2.2977
70934,19574,2.2980
879894,683014,2.3000
969686,84790,2.3015
110006,331542,2.3022
648870,221638,2.3042
24614,332118,2.3068
165782,144246,2.3072
192950,153878,2.3078
351222,76166,2.3089
409158,316070,2.3095
360886,282070,2.3097
374294,575574,2.3110
973606,863334,2.3110
301334,828806,2.3134
571478,635430,2.3175
894454,527654,2.3182
935430,927814,2.3198
254886,133318,2.3219
957990,788230,2.3236
109190,26054,2.3237
10966,583190,2.3238
671814,360598,2.3263
496550,658486,2.3269
65174,36790,2.3280
263414,387414,2.3286
840982,309622,2.3309
272838,95254,2.3323
709206,755814,2.3323
365190,114998,2.3332
806118,623414,2.3343
336774,56246,2.3354
346630,585622,2.3368
110822,98886,2.3379
388294,3606,2.3381
907350,658326,2.3382
201254,576838,2.3383
220742,190854,2.3404
404726,243206,2.3416
799206,263478,2.3429
893366,887302,2.3432
911686,164502,2.3466
519638,113830,2.3471
129798,893878,2.3473
140214,8134,2.3477
523958,101910,2.3479
72166,67878,2.3484
335670,327238,2.3491
631910,394246,2.3495
753334,546326,2.3504
304294,915686,2.3518
931526,826342,2.3524
29494,8310,2.3528
333814,3494,2.3530
300310,253606,2.3536
260806,32182,2.3540
607990,565974,2.3542
246006,87270,2.3546
386534,127734,2.3552
337062,41366,2.3557
744198,796326,2.3566
95110,978438,2.3568
975750,115878,2.3571
839302,959462,2.3577
690486,432934,2.3578
657046,273318,2.3598
460534,441190,2.3618
43670,71750,2.3643
926262,700134,2.3653
556742,378470,2.3655
477158,70150,2.3664
307286,463478,2.3669
173414,65254,2.3685
972150,990790,2.3693
346518,834230,2.3699
846934,700086,2.3740
53094,922086,2.3746
747510,882054,2.3763
963574,12406,2.3769
594918,633286,2.3785
134502,373014,2.3794
567158,437558,2.3815
815606,134198,2.3816
169062,915350,2.3818
672742,71830,2.3841
108294,89638,2.3843
619542,598310,2.3865
320774,285142,2.3869
517430,242310,2.3876
14454,6038,2.3881
119910,172198,2.3899
621478,499366,2.3922
898934,887430,2.3929
273414,3830,2.3944
170710,545382,2.3946
899206,363654,2.3959
806438,106726,2.3985
228486,120886,2.3992
879046,596198,2.4011
711158,769046,2.4012
356390,752774,2.4037
127270,500022,2.4050
371126,255782,2.4058
4246,1142,2.4070
854902,60982,2.4089
989238,325190,2.4100
494630,602262,2.4147
732310,621574,2.4148
499254,114262,2.4166
986422,35174,2.4185
289062,56694,2.4201
66710,411494,2.4208
595270,566998,2.4222
354822,198774,2.4230
124150,19462,2.4232
306822,780246,2.4232
357174,835766,2.4239
431382,34678,2.4243
950182,515590,2.4256
283158,237510,2.4287
411270,124982,2.4292
50326,40406,2.4294
430950,61254,2.4321
342166,208902,2.4336
425670,219942,2.4348
25894,977158,2.4403
820838,640694,2.4409
406742,445814,2.4414
613430,436630,2.4418
134198,281734,2.4427
345110,127462,2.4435
878614,248902,2.4436
676662,462678,2.4446
437590,354422,2.4447
502198,355254,2.4453
949126,877462,2.4491
267382,4374,2.4495
701382,855654,2.4505
763686,468198,2.4509
193910,46726,2.4510
187206,136662,2.4516
563078,296358,2.4526
363910,106710,2.4528
135494,104710,2.4538
354294,403494,2.4547
252118,26758,2.4555
984710,665718,2.4560
429846,107270,2.4568
34518,64406,2.4573
195926,157446,2.4575
479110,653398,2.4594
62614,5750,2.4602
884374,939654,2.4619
21734,14198,2.4622
255734,204950,2.4655
642006,806870,2.4659
234054,941766,2.4670
771078,667206,2.4681
34646,30694,2.4710
732246,423270,2.4718
232870,155142,2.4728
643030,526374,2.4744
657478,980422,2.4764
707110,712486,2.4769
17542,5094,2.4775
991430,34550,2.4812
829974,485590,2.4837
116230,808870,2.4841
650854,651014,2.4851
507110,380614,2.4851
178182,13814,2.4852
573190,82566,2.4854
215206,75958,2.4875
253286,646854,2.4876
838742,706790,2.4917
799430,763110,2.4933
194534,8998,2.4965
401062,277542,2.4990
45974,841238,2.5001
584678,424838,2.5014
634246,44166,2.5015
759942,709846,2.5016
389846,38374,2.5032
482214,571158,2.5042
801926,218614,2.5045
375094,334726,2.5048
584134,178022,2.5055
99654,92870,2.5062
576950,202710,2.5121
940118,732502,2.5148
284214,179894,2.5162
858230,925750,2.5181
590006,748342,2.5195
366470,81638,2.5209
731414,829574,2.5213
336294,59142,2.5222
22662,13606,2.5228
827606,385094,2.5268
564118,21350,2.5269
711094,242486,2.5276
997734,129174,2.5278
227686,19222,2.5296
850454,312982,2.5297
952662,355078,2.5319
561190,393334,2.5342
226710,114934,2.5342
925734,990550,2.5374
47334,626678,2.5380
886502,248550,2.5394
893654,24454,2.5397
982982,372790,2.5407
417318,243126,2.5410
962182,357558,2.5414
37126,908278,2.5417
732646,872022,2.5447
545526,153830,2.5460
485574,550390,2.5467
775478,725974,2.5479
575494,813926,2.5496
327894,85782,2.5501
979270,683526,2.5532
25670,13302,2.5538
112070,806,2.5551
856838,872390,2.5562
626550,303382,2.5575
13094,5046,2.5577
164694,22,2.5580
112374,222150,2.5583
589542,300934,2.5584
603862,758374,2.5588
390310,79238,2.5606
399030,744470,2.5614
480358,401510,2.5620
677830,4182,2.5644
109606,497638,2.5645
299894,979590,2.5648
556566,171046,2.5660
283510,27366,2.5679
729350,497878,2.5681
15030,756278,2.5690
755334,482918,2.5699
806102,638214,2.5711
650406,247046,2.5719
797606,235158,2.5743
473942,344982,2.5752
409286,256950,2.5765
259030,35830,2.5779
744694,851206,2.5831
587942,676758,2.5843
47766,5430,2.5852
186070,79222,2.5867
324406,18870,2.5870
978982,961990,2.5959
837478,922102,2.5970
487030,78902,2.5970
564822,451654,2.5973
395174,155654,2.5999
977814,485510,2.6000
743286,223190,2.6007
325830,524038,2.6051
483910,9862,2.6053
900806,218678,2.6057
727766,251446,2.6062
605094,208326,2.6063
500470,93590,2.6071
391222,312054,2.6102
661990,52054,2.6105
299366,108342,2.6106
440886,598902,2.6150
247110,410742,2.6156
556726,131670,2.6159
768342,269318,2.6182
866822,152502,2.6183
122822,53750,2.6193
638470,60950,2.6194
491654,259062,2.6208
711830,600454,2.6212
665670,408422,2.6214
916278,477334,2.6243
788134,485846,2.6257
551846,391542,2.6264
857366,594886,2.6299
465862,750614,2.6302
252070,663846,2.6309
299910,287446,2.6329
433350,380502,2.6352
584838,532614,2.6363
714822,368950,2.6366
219414,178918,2.6370
287974,186118,2.6383
144134,179654,2.6386
905270,784054,2.6396
151510,79702,2.6410
285286,606470,2.6420
181782,134790,2.6435
118294,36886,2.6444
93926,61110,2.6457
528502,805174,2.6459
673782,503110,2.6472
308086,109990,2.6480
788102,574918,2.6480
125302,40822,2.6486
349942,434598,2.6499
763110,552822,2.6513
590422,337158,2.6514
681526,114838,2.6523
671878,568838,2.6537
388086,403622,2.6544
709862,496118,2.6555
861334,681526,2.6561
705654,646262,2.6572
948838,113142,2.6584
966806,467894,2.6585
335894,890230,2.6589
835654,714086,2.6592
959702,626742,2.6605
992678,957318,2.6609
966758,315430,2.6614
185622,586646,2.6614
679350,308774,2.6620
216662,118566,2.6620
629766,516630,2.6628
924902,49446,2.6631
2374,614,2.6632
368310,198774,2.6657
659526,36038,2.6662
991814,449254,2.6671
191846,706470,2.6680
522678,145974,2.6681
714246,42038,2.6690
883126,969414,2.6695
423302,298982,2.6698
271878,194230,2.6709
983670,959942,2.6726
46918,32262,2.6741
139014,12166,2.6743
578262,269558,2.6745
376422,42118,2.6750
416422,267734,2.6753
190966,182774,2.6761
887030,607334,2.6819
6630,1126,2.6826
912086,664422,2.6826
323206,786118,2.6858
582454,636342,2.6866
730406,668486,2.6874
823862,595078,2.6889
254598,73334,2.6893
540678,645702,2.6894
116902,14950,2.6898
333910,394118,2.6905
393622,315062,2.6913
986694,610678,2.6916
922086,56086,2.6917
310742,810486,2.6924
133958,178438,2.6924
307062,18054,2.6937
66022,850214,2.6945
737222,901398,2.6946
988150,13750,2.6947
18518,9670,2.6949
748358,687078,2.6971
412374,934438,2.6976
724982,77958,2.6978
120982,12982,2.6980
74310,33702,2.6999
866726,404198,2.7025
772454,334934,2.7031
859158,761334,2.7032
733062,624342,2.7033
250214,912310,2.7040
32198,588534,2.7041
716006,97078,2.7051
131462,57510,2.7062
753062,368678,2.7065
570614,989046,2.7071
234470,50998,2.7079
142662,57622,2.7085
56934,108006,2.7085
856710,482182,2.7088
923654,353894,2.7110
145766,51878,2.7120
318854,170838,2.7126
507254,436614,2.7156
620742,150070,2.7166
524310,523334,2.7200
599334,165782,2.7201
924822,170950,2.7222
137686,343622,2.7268
639270,186678,2.7300
799494,771718,2.7320
514230,191478,2.7335
595414,215446,2.7337
668582,877318,2.7342
910422,601238,2.7358
518022,755174,2.7365
527462,125862,2.7389
76870,404662,2.7390
81510,2582,2.7421
454230,180982,2.7433
105510,93302,2.7434
552486,968918,2.7435
903942,811574,2.7453
78278,41094,2.7454
5350,117702,2.7462
995302,153254,2.7463
367542,145974,2.7467
439254,75014,2.7478
477814,317942,2.7482
653126,804582,2.7497
817862,182902,2.7506
104198,891990,2.7534
689974,569942,2.7538
440710,209286,2.7553
699686,547382,2.7555
960982,787990,2.7563
492326,237574,2.7570
627094,323078,2.7592
39846,477126,2.7629
735654,59798,2.7646
167798,2742,2.7663
482534,327670,2.7668
491638,546502,2.7668
201286,258342,2.7672
877542,35190,2.7687
525030,614230,2.7688
989446,298678,2.7712
460854,456854,2.7713
450966,185254,2.7736
686262,988310,2.7741
923846,378982,2.7751
375382,103398,2.7755
142070,806294,2.7758
58086,596358,2.7761
282006,132902,2.7771
171798,120102,2.7797
426310,275398,2.7809
245446,30550,2.7814
451334,415062,2.7817
927942,883654,2.7830
399222,96118,2.7844
558390,335942,2.7853
636214,544502,2.7855
560390,108470,2.7856
211558,710630,2.7859
874118,779718,2.7860
852470,543046,2.7864
484710,915382,2.7867
332694,292934,2.7873
890854,61686,2.7884
930534,607286,2.7890
790518,307750,2.7921
628486,519958,2.7927
429318,385862,2.7934
798518,295478,2.7941
384134,233014,2.7942
520278,607206,2.7959
713014,106198,2.7978
364086,108198,2.8001
360582,348758,2.8005
377974,148470,2.8009
877398,363078,2.8018
104150,726310,2.8080
618262,836230,2.8104
91734,505990,2.8134
359526,199174,2.8148
934294,394262,2.8152
953958,412518,2.8155
965222,450358,2.8163
298070,378614,2.8167
178422,83286,2.8187
228198,406102,2.8199
964518,872518,2.8211
244374,958518,2.8223
932070,535494,2.8244
689302,680934,2.8246
62214,47590,2.8261
243654,171974,2.8266
967110,483318,2.8268
621606,166662,2.8278
292342,408726,2.8284
173942,620230,2.8304
522390,999382,2.8306
61366,49638,2.8313
461926,148230,2.8326
541846,748294,2.8340
708134,400518,2.8350
552582,113718,2.8354
492054,184230,2.8357
64774,39702,2.8373
398358,25078,2.8375
476310,539190,2.8376
716406,431446,2.8392
812582,183222,2.8398
645622,322518,2.8406
388310,14950,2.8415
234934,868598,2.8417
14518,1686,2.8418
859478,434886,2.8418
813606,191078,2.8442
678582,574022,2.8448
896022,679878,2.8455
942454,987830,2.8478
511318,124214,2.8479
657814,92342,2.8484
566518,561126,2.8534
475078,471014,2.8548
919462,334406,2.8561
897686,28918,2.8575
489638,189718,2.8582
928486,326230,2.8611
423222,202614,2.8631
112134,65238,2.8632
112182,58694,2.8639
534038,164982,2.8651
859910,816758,2.8651
680470,911830,2.8658
148774,109750,2.8658
560038,683606,2.8715
285414,5542,2.8727
926774,844598,2.8736
615542,774550,2.8784
460726,356774,2.8792
23878,950838,2.8804
354662,151222,2.8806
287574,105318,2.8810
677414,627782,2.8823
875718,852358,2.8840
604966,411094,2.8852
684726,7382,2.8908
395046,511542,2.8908
569830,954966,2.8912
729270,749062,2.8919
379766,601526,2.8921
822742,6086,2.8939
102150,95990,2.8957
216406,30678,2.8961
698998,641430,2.8979
996454,625830,2.9010
218758,11318,2.9030
975830,406118,2.9035
20886,17302,2.9037
602294,494646,2.9066
24630,15590,2.9066
322086,178422,2.9073
111254,33990,2.9088
839526,5702,2.9090
937558,674454,2.9111
169398,44662,2.9112
295654,136502,2.9115
157254,45382,2.9136
178998,465910,2.9136
630006,464246,2.9136
800534,94566,2.9145
2326,1718,2.9173
696118,503510,2.9205
293558,224694,2.9208
270694,923862,2.9214
275638,336294,2.9222
17238,978134,2.9226
224950,178406,2.9232
571478,661606,2.9239
418678,91830,2.9240
544582,516262,2.9266
874566,336582,2.9266
619174,525270,2.9272
900982,31558,2.9277
638582,150070,2.9309
49830,818966,2.9335
406662,816342,2.9349
728598,22150,2.9354
318294,206150,2.9355
949766,211014,2.9356
511414,47670,2.9365
782486,406118,2.9366
187542,612646,2.9374
621190,422262,2.9382
785670,370342,2.9395
15318,4310,2.9397
482230,672150,2.9416
797270,628646,2.9440
515158,209350,2.9455
564246,665638,2.9478
199206,51910,2.9481
565270,484822,2.9483
16502,6678,2.9486
992566,777510,2.9486
174630,163318,2.9489
773574,397222,2.9559
981430,39526,2.9572
348326,626150,2.9572
494934,328326,2.9582
637574,36166,2.9591
791798,235190,2.9596
311926,103558,2.9602
43430,689318,2.9612
55830,773590,2.9618
907030,602774,2.9620
655382,109142,2.9638
709110,561670,2.9646
186806,45862,2.9646
679734,243318,2.9651
726182,612326,2.9659
416742,399254,2.9660
161654,130358,2.9665
764566,859926,2.9673
319158,66582,2.9697
260358,667062,2.9710
550326,422022,2.9715
430246,210150,2.9721
489574,470614,2.9722
98374,60438,2.9725
988598,20054,2.9728
285014,123990,2.9736
684726,308022,2.9747
523238,669590,2.9753
107782,65318,2.9754
303238,259398,2.9773
489030,339510,2.9773
948534,592950,2.9790
684246,579862,2.9796
408806,953814,2.9799
294470,155606,2.9812
186438,992838,2.9827
315862,199350,2.9831
798950,395238,2.9832
406438,251958,2.9832
772550,343462,2.9856
535254,426486,2.9881
124294,21542,2.9886
806806,441094,2.9890
444518,204070,2.9892
214198,688262,2.9901
632230,312950,2.9908
235254,440630,2.9909
357318,763078,2.9916
881014,263062,2.9974
127238,62438,2.9993
454246,241814,3.0003
484694,205158,3.0010
285366,491702,3.0010
669062,626598,3.0013
984230,961110,3.0014
441686,584118,3.0014
926758,686086,3.0018
961254,245334,3.0021
758662,294262,3.0050
242934,6550,3.0082
967462,550198,3.0089
68646,6454,3.0090
593862,505142,3.0097
927638,641958,3.0110
259062,897894,3.0113
248854,87190,3.0131
548198,12390,3.0132
320742,618582,3.0140
370662,891958,3.0158
907942,524086,3.0162
270582,15654,3.0179
362822,356054,3.0194
277830,311622,3.0212
630230,72294,3.0219
633494,953590,3.0228
942598,861606,3.0260
510982,148518,3.0276
598902,193478,3.0277
414326,210630,3.0333
811990,987670,3.0392
510950,204438,3.0406
620982,427766,3.0424
648966,627974,3.0430
450886,363942,3.0442
295238,428678,3.0445
212358,137974,3.0464
421766,40198,3.0468
552214,903222,3.0517
989814,449526,3.0522
114134,894870,3.0550
571734,202774,3.0569
407670,548918,3.0579
